,qlabel,lemmas,instruction,category
6759,WHQ,"('what', 'be')",What is the smallest country in the world?,open_qa
6760,WHQ,"('what', 'be')",What is a tender?,open_qa
6761,NULL,(),"Identify which car manufacturer is British or American: Mini, RAM",classification
6762,WHQ,"('why', 'be')",Why are cats better than dogs?,open_qa
6763,WHQ,"('who', 'direct')","Who directed the episode of Game of Thrones where Jon Snow and Tormund Giantsbane go to ask the wildlings to settle beyond the Wall, but end up encountering White Walkers and the Night King?",open_qa
6764,WHQ,"('why', 'be')",Why are the New England Patriots the greatest NFL team ever?,general_qa
6765,NULL,(),From the passage identify the usage of Limestone. Display the results in a numbered list format.,information_extraction
6766,NULL,(),reincarnation exists?,brainstorming
6767,NULL,(),"A farmer is on his way to market. He's going to sell a wolf, a goat, and a cabbage. On the way, he comes to a river crossing. The river is too wide to ford, so he has to take a tiny boat across. The boat is so small that he can take at most one of the three items with him in the boat at a time. Left alone, the wolf would devour the goat, and the goat would devour the cabbage. How can the farmer safely transport all three items across the river?",general_qa
6768,WHQ,"('what', 'should')",What should I look for when looking for a used car?,creative_writing
6769,NULL,(),the first person was on the moon?,general_qa
6770,WHQ,"('what', 'be')",What magazine was Alex Prager the director of Photography for?,closed_qa
6771,NULL,(),"In music, what key is the relative minor to the key of B major?",open_qa
6772,NULL,(),"Classify these countries as being in the northern hemisphere or the southern hemisphere: Brazil, India, Mexico, Australia, New Zealand, South Africa, Canada, United Kingdom",classification
6773,WHQ,"('what', 'be')",What is meditation?,general_qa
6774,WHQ,"('why', 'do')",Why do people love Air Jordan shoes,general_qa
6775,WHQ,"('what', 'be')",What are questions you can ask to get to know someone?,open_qa
6776,QIS,"('be', 'it')",Is it possible to perform in local theater while also pursuing a demanding career?,general_qa
6777,WHQ,"('which', 'belong')","Which characters belong to DC or Marvel Universe? Sif, Wonder Woman",classification
6778,NULL,(),"Given the reference text about The Sun Also Rises, when was the book written and who wrote it?",closed_qa
6779,NULL,(),Is Star Wars based on a book?,open_qa
6780,NULL,(),"Identify which instrument is string or percussion: Claves, Rabeca",classification
6781,NULL,(),Provide a bulleted list of 5 key moments in Lyft's history,summarization
6782,WHQ,"('where', 'do')",Where did the first limited-overs cricket match take place?,closed_qa
6783,WHQ,"('when', 'be')",When was the Stansfeld's death,closed_qa
6784,NULL,(),Is there an answer to the universe?,general_qa
6785,WHQ,"('what', 'be')",What are examples of famous plays written by William Shakespeare?,open_qa
6786,WHQ,"('where', 'be')",Where is Landscape Arch?,information_extraction
6787,NULL,(),Can you list some of the most successful empires in History?,brainstorming
6788,WHQ,"('how', 'be')",How are racial categories used historically?,closed_qa
6789,NULL,(),Name some famous books on philosophy?,open_qa
6790,WHQ,"('who', 'win')",Who won the WNBA championship in 2018?,open_qa
6791,WHQ,"('where', 'be')",Where was his Catholic school?,information_extraction
6792,NULL,(),"Given this paragraph about the Ain Elzarga Wetland, why is this location one of the most important wetlands in the region?",closed_qa
6793,WHQ,"('what', 'be')",What is bicycling and why would someone do it?  Is bicycling healthy and joyful or is it painful and a waste of time?  How many bicycles should you have?  Which part of the world do you find the most people bicycling?,general_qa
6794,WHQ,"('why', 'do')",Why do we have fences?,open_qa
6795,NULL,(),"Given the reference text below, what is the official name of the church San Vincenzo?",closed_qa
6796,WHQ,"('what', 'be')",What are the different towns that make up New England?,brainstorming
6797,WHQ,"('what', 'cause')",What caused the unprecedented five-game winning streak?,closed_qa
6798,NULL,(),From the passage identify the sacred animals of Apollo. Display the results in a comma separated format.,information_extraction
6799,WHQ,"('who', 'write')",Who wrote Howl's Moving Castle?,closed_qa
6800,QIS,"('be', 'food')",Are spicy foods healthy?,general_qa
6801,NULL,(),Write something you may never forget.,creative_writing
6802,WHQ,"('what', 'be')",What is Barter?,open_qa
6803,NULL,(),I don't like how my coffee tastes. What are some reasons that the coffee I brew isn't good?,general_qa
6804,NULL,(),"Identify which instrument is string or percussion: Igba, Berimbau",classification
6805,WHQ,"('who', 'win')",Who won the 2018 NHL Stanley Cup Finals?,open_qa
6806,NULL,(),"Given a reference text about Friedrich Rudolf Ludwig Freiherr von Canitz, when and where was he born?",closed_qa
6807,WHQ,"('what', 'be')",What was the Hundred Years War?,summarization
6808,NULL,(),"A 30-year-old member at your fitness center has been weight training for 4 months and claims to have made significant gains in strength. Twice a week, he performs 1 set of 12-15 repetitions using 8 weight machines. Over the last 6 weeks, he's noticed that he isn’t achieving the strength gains that he’s used to. How would you modify his training routine to optimize gains in muscular strength?",brainstorming
6809,WHQ,"('what', 'do')",What does costco do?,open_qa
6810,NULL,(),Please tell me about burgundy wine,summarization
6811,WHQ,"('why', 'do')",Why do people like the color green?,general_qa
6812,WHQ,"('who', 'be')",Who is Paulina Flores Arias,open_qa
6813,WHQ,"('what', 'be')",What are few things that could impact your EV range on long trips,brainstorming
6814,NULL,(),5 ways animal communicate,brainstorming
6815,WHQ,"('who', 'be')",Who is Eric Brewer? What is he known for?,open_qa
6816,NULL,(),List the names of several laundry detergent brands,brainstorming
6817,WHQ,"('what', 'be')",What are common methods for processing coffee?,open_qa
6818,NULL,(),What class of locomotive was the No. 13?,closed_qa
6819,NULL,(),Is Realpolitik diplomacy strategy based on pragmatism or idealism?,closed_qa
6820,WHQ,"('why', 'be')",Why is Alien the greatest space horror film of all time?,general_qa
6821,WHQ,"('what', 'be')",What is the best way to earn money on the side?,brainstorming
6822,NULL,(),"I strongly believe in having a growth mindset and being a lifelong learner. However, I am a very busy person and I always find it hard to find time in the day to dedicate to educating myself on a variety of topics. I would love to read more, but I simply don't have the time to be able to do this today regularly. What are some ways that I can consume content to learn and exercise my mind, using the least amount of time as possible?",general_qa
6823,NULL,(),How well establish is the Cuban red-tailed hawk as a species?,information_extraction
6824,NULL,(),List some of the best life changing self-help books,open_qa
6825,NULL,(),List some of the best surf breaks in California,brainstorming
6826,WHQ,"('which', 'belong')","Which characters belong to DC or Marvel Universe? She-Hulk, Wonder Woman",classification
6827,WHQ,"('what', 'be')","What are some of the best camping locations in Ontario, Canada?",brainstorming
6828,NULL,(),Is there a way to prevent type 1 diabetes?,information_extraction
6829,WHQ,"('why', 'be')",Why was the 2023 Women's NCAA basketball championship controversial?,open_qa
6830,WHQ,"('what', 'be')",What is the Scots word that The Pleasance is derived from?,information_extraction
6831,NULL,(),List the 7 most recent US Speakers of the House (newest to oldest).,brainstorming
6832,NULL,(),"Given this paragraph about Mahatma Gandhi, can you tell me why did he go to London?",closed_qa
6833,WHQ,"('how', 'be')",How is education in Singapore,information_extraction
6834,WHQ,"('who', 'be')",Who is Stevie Wonder?,summarization
6835,WHQ,"('who', 'be')",Who is the mercedes formula 1 team principal?,classification
6836,NULL,(),Which TV show from the 80s and 90s features a bar owned by a former baseball player?,open_qa
6837,WHQ,"('what', 'be')",What is the name of Baltimore Maryland's professional football team?,open_qa
6838,WHQ,"('who', 'create')",Who created the game of basketball?,general_qa
6839,NULL,(),"Tell me whether the following countries are located in Europe, North America, South America, Africa, or Asia: France, Mexico, Peru, India, Nepal, Rwanda, Egypt, Portugal, Kenya, Argentina, Canada",classification
6840,WHQ,"('what', 'be')",What are the islands bathed by the Andfjorden fjord described on this paragraph?,summarization
6841,NULL,(),"Identify which instrument is string or percussion: Dayereh, kumuz",classification
6842,NULL,(),Tell me about the Sukhoi-Gulfstream,summarization
6843,WHQ,"('what', 'be')",What is the fastest car in the world?,general_qa
6844,WHQ,"('what', 'be')",What are the four ingredients for beer?,open_qa
6845,NULL,(),"Based on this text, please list the members of the band Phish, separated by commas.",information_extraction
6846,NULL,(),How many games did Edwin play in the NBA?,information_extraction
6847,WHQ,"('what', 'be')",What is an optimisation problem?,open_qa
6848,WHQ,"('what', 'be')",What is the most important gear to bring for backpacking?,general_qa
6849,NULL,(),"Given the below text, how many days did it take for Captain Lewis to sail the Borneo from Banjarmasin to Madras? Explain how you did this calculation",closed_qa
6850,NULL,(),"Given these paragraphs about Multiomics, what is a typical advantage of single-cell multiomics versus bulk analysis?",closed_qa
6851,NULL,(),How to play chess,closed_qa
6852,NULL,(),Give an introduction of Fairfax county in Virginia.,information_extraction
6853,NULL,(),"Classify each of the following a golf tournament or a tennis tournament: Masters, Dell Matchplay, PGA Championship, Wimbledon, Miami Open, French Open, Players Championship",classification
6854,NULL,(),"Tell me which one of these is different than others - Football, Hockey, Basketball, Baseball, Cricket, Lacrosse.",classification
6855,WHQ,"('where', 'do')",Where did basketball originate?,open_qa
6856,NULL,(),"Tell me whether these are cities in India: Mumbai, Bengaluru, Chennai, Singapore, Kuala Lumpur, Sydney, New Delhi, Kolkota",classification
6857,WHQ,"('what', 'do')",What did Britain swap Havana for with Spain in 1763,open_qa
6858,WHQ,"('what', 'be')",What is the difference between a Narrow Transformation and Wide Transformation,general_qa
6859,NULL,(),"From the given text, List me some important aspects of Gandhanahalli",summarization
6860,NULL,(),Extract a comma separated list of places mentioned in this entry on the history of coffee,information_extraction
6861,NULL,(),The latest Gold Medal was won by Neeraj Chopra in,open_qa
6862,NULL,(),"Classify the below based on whether they are tree or animal.
Deer, Goat, Acacia, Banyan",classification
6863,WHQ,"('what', 'be')",What spots are the best spots to surf In the Bay Area?,creative_writing
6864,WHQ,"('what', 'be')",What is Methode Traditionalle?,open_qa
6865,WHQ,"('how', 'do')",How do you install a wooden fence?,general_qa
6866,NULL,(),Give me a list of films in which Walter Whitman appeared while he was under the age of 60.,information_extraction
6867,WHQ,"('where', 'be')",Where is Estonia?,summarization
6868,NULL,(),"Given this article, what is the largest size for a dead man zone?",closed_qa
6869,WHQ,"('who', 'be')",Who are Industrial Light and Magic?,closed_qa
6870,WHQ,"('who', 'win')",Who won the 2008 Democratic primary that Martin Connor competed in?,closed_qa
6871,WHQ,"('how', 'do')",How do I train my dog to not pee in the house?,general_qa
6872,WHQ,"('which', 'be')",Which is a species of fish? Pearl or Pearlfish,classification
